6.090750500065134077e-07,4.894971161852516017e-01
6.090875500006087684e-07,4.894971161852516017e-01
6.091000500016430230e-07,4.894971161852516017e-01
6.091125500026772777e-07,4.894971161852516017e-01
6.091250500037115323e-07,4.894971161852516017e-01
6.091375500047457869e-07,4.894971161852516017e-01
6.091500500057800416e-07,4.894971161852516017e-01
6.091625499998754023e-07,4.894971161852516017e-01
6.091750500009096569e-07,4.894971161852516017e-01
6.091875500019439116e-07,4.894971161852516017e-01
6.092000500029781662e-07,4.894971161852516017e-01
6.092125500040124209e-07,4.894971161852516017e-01
6.092250500050466755e-07,4.894971161852516017e-01
6.092375500060809301e-07,4.894971161852516017e-01
6.092500500001762909e-07,4.894971161852516017e-01
6.092625500012105455e-07,4.894971161852516017e-01
6.092750500022448001e-07,4.894971161852516017e-01
6.092875500032790548e-07,4.894971161852516017e-01
6.093000500043133094e-07,4.896810738894817328e-01
6.093125500053475641e-07,4.898651699118274916e-01
6.093250500063818187e-07,4.900494044083493206e-01
6.093375500004771794e-07,4.902337774329577624e-01
6.093500500015114341e-07,4.904182893468787552e-01
6.093625500025456887e-07,4.906029402045705701e-01
6.093750500035799433e-07,4.907877301630362843e-01
6.093875500046141980e-07,4.909726593795154526e-01
6.094000500056484526e-07,4.911577280114855504e-01
6.094125500066827072e-07,4.913429362166605863e-01
6.094250500007780680e-07,4.915282840500657668e-01
6.094375500018123226e-07,4.917137718756692810e-01
6.094500500028465773e-07,4.918993997490507253e-01
6.094625500038808319e-07,4.920851678288795106e-01
6.094750500049150865e-07,4.922710762740641344e-01
6.094875500059493412e-07,4.924571252437539570e-01
6.095000500000447019e-07,4.926433147939435764e-01
6.095125500010789565e-07,4.928296452909758929e-01
6.095250500021132112e-07,4.930161167914062226e-01
6.095375500031474658e-07,4.931870074885348898e-01
6.095500500041817205e-07,4.933580166960144231e-01
6.095625500052159751e-07,4.935291445371658425e-01
6.095750500062502297e-07,4.937003911354806429e-01
6.095875500003455905e-07,4.938717565194624681e-01
6.096000500013798451e-07,4.940432410032001287e-01
6.096125500024140997e-07,4.942148446156068853e-01
6.096250500034483544e-07,4.943865674808621269e-01
6.096375500044826090e-07,4.945584097233182708e-01
6.096500500055168636e-07,4.947303714675000408e-01
6.096625500065511183e-07,4.949024528381059662e-01
6.096750500006464790e-07,4.950746538643839290e-01
6.096875500016807337e-07,4.952469748625612511e-01
6.097000500027149883e-07,4.954194158623002608e-01
6.097125500037492429e-07,4.955919769889952087e-01
6.097250500047834976e-07,4.957646583682155383e-01
6.097375500058177522e-07,4.959374601257053317e-01
6.097500499999131129e-07,4.961103822913595085e-01
6.097625500009473676e-07,4.961903889609687868e-01
6.097750500019816222e-07,4.962704214397524183e-01
6.097875500030158769e-07,4.963504797402007451e-01
6.098000500040501315e-07,4.964305638748122695e-01
6.098125500050843861e-07,4.965106738560943755e-01
6.098250500061186408e-07,4.965908096965612750e-01
6.098375500002140015e-07,4.966709713642301627e-01
6.098500500012482561e-07,4.967511589606293243e-01
6.098625500022825108e-07,4.968313724538065412e-01
6.098750500033167654e-07,4.969116118563086659e-01
6.098875500043510200e-07,4.969918771806912661e-01
6.099000500053852747e-07,4.970721684395174589e-01
6.099125500064195293e-07,4.971524856453589658e-01
6.099250500005148901e-07,4.972328287661886836e-01
6.099375500015491447e-07,4.973131979037930805e-01
6.099500500025833993e-07,4.973935930261763061e-01
6.099625500036176540e-07,4.974740141459421117e-01
6.099750500046519086e-07,4.971336780437219383e-01
6.099875500056861632e-07,4.967938072903310687e-01
6.100000500067204179e-07,4.964544009319991624e-01
6.100125500008157786e-07,4.961154582055835593e-01
6.100250500018500333e-07,4.957769777862124361e-01
6.100375500028842879e-07,4.954389589161833363e-01
6.100500500039185425e-07,4.951014006520914612e-01
6.100625500049527972e-07,4.947643020531015123e-01
6.100750500059870518e-07,4.944276621809386985e-01
6.100875500000824125e-07,4.940914802863721200e-01
6.101000500011166672e-07,4.937557550629856906e-01
6.101125500021509218e-07,4.934204857668796351e-01
6.101250500031851765e-07,4.930856714699352605e-01
6.101375500042194311e-07,4.927513112465508049e-01
6.101500500052536857e-07,4.924174041736339436e-01
6.101625500062879404e-07,4.920839493305919632e-01
6.101750500003833011e-07,4.917509459840536112e-01
6.101875500014175557e-07,4.914183928486946518e-01
6.102000500024518104e-07,4.910862891963523880e-01
6.102125500034860650e-07,4.899006735725539574e-01
6.102250500045203196e-07,4.887207689568126567e-01
6.102375500055545743e-07,4.875465341841241362e-01
6.102500500065888289e-07,4.863779284841587836e-01
6.102625500006841897e-07,4.852149121206046356e-01
6.102750500017184443e-07,4.840574438072047792e-01
6.102875500027526989e-07,4.829054845767644655e-01
6.103000500037869536e-07,4.817589951911388502e-01
6.103125500048212082e-07,4.806179367839289451e-01
6.103250500058554628e-07,4.794822708560902425e-01
6.103375499999508236e-07,4.783519598975716214e-01
6.103500500009850782e-07,4.772269648762281768e-01
6.103625500020193329e-07,4.761072489982722811e-01
6.103750500030535875e-07,4.749927751913823326e-01
6.103875500040878421e-07,4.738835067295421588e-01
6.104000500051220968e-07,4.727794072290070759e-01
6.104125500061563514e-07,4.716804406443254605e-01
6.104250500002517121e-07,4.705865718702271217e-01
6.104375500012859668e-07,4.695140062491299782e-01
6.104500500023202214e-07,4.684463187144308760e-01
6.104625500033544760e-07,4.673834760629340113e-01
6.104750500043887307e-07,4.663254453920961384e-01
6.104875500054229853e-07,4.652721940966308423e-01
6.105000500064572400e-07,4.642236898651601607e-01
6.105125500005526007e-07,4.631799012550255612e-01
6.105250500015868553e-07,4.621407953739722907e-01
6.105375500026211100e-07,4.611063413534219335e-01
6.105500500036553646e-07,4.600765080250265315e-01
6.105625500046896192e-07,4.590512644982627233e-01
6.105750500057238739e-07,4.580305801573431035e-01
6.105875499998192346e-07,4.570144252209963343e-01
6.106000500008534893e-07,4.560027684856597929e-01
6.106125500018877439e-07,4.549955807069634428e-01
6.106250500029219985e-07,4.539928323379895381e-01
6.106375500039562532e-07,4.529944940917171037e-01
6.106500500049905078e-07,4.528888491960870732e-01
6.106625500060247624e-07,4.527832535648161350e-01
6.106750500001201232e-07,4.526777072220291021e-01
6.106875500011543778e-07,4.525722100161268524e-01
6.107000500021886324e-07,4.524667619713256261e-01
6.107125500032228871e-07,4.523613630532705154e-01
6.107250500042571417e-07,4.522560132276379763e-01
6.107375500052913964e-07,4.521507124601372163e-01
6.107500500063256510e-07,4.520454607165084737e-01
6.107625500004210117e-07,4.519402580209103681e-01
6.107750500014552664e-07,4.518351042223488490e-01
6.107875500024895210e-07,4.517299993450727968e-01
6.108000500035237756e-07,4.516249433549505143e-01
6.108125500045580303e-07,4.515199362178816123e-01
6.108250500055922849e-07,4.514149778997978979e-01
6.108375500066265396e-07,4.513100683666621538e-01
6.108500500007219003e-07,4.512052076426653069e-01
6.108625500017561549e-07,4.511003955774149365e-01
6.108750500027904096e-07,4.516019052389476651e-01
6.108875500038246642e-07,4.521045312456313248e-01
6.109000500048589188e-07,4.526082773290439065e-01
6.109125500058931735e-07,4.531131472374140268e-01
6.109250499999885342e-07,4.536191444545135121e-01
6.109375500010227888e-07,4.541262733239183613e-01
6.109500500020570435e-07,4.546345373637945553e-01
6.109625500030912981e-07,4.551439403899059100e-01
6.109750500041255528e-07,4.556544862351361580e-01
6.109875500051598074e-07,4.561661787495871478e-01
6.110000500061940620e-07,4.566790218006737678e-01
6.110125500002894228e-07,4.571930189875758055e-01
6.110250500013236774e-07,4.577081747832789649e-01
6.110375500023579320e-07,4.582244928227220404e-01
6.110500500033921867e-07,4.587419770435566257e-01
6.110625500044264413e-07,4.592606314012420698e-01
6.110750500054606960e-07,4.597804598691460076e-01
6.110875500064949506e-07,4.603014664386458898e-01
6.111000500005903113e-07,4.604527698130413960e-01
6.111125500016245660e-07,4.606041727725553869e-01
6.111250500026588206e-07,4.607556753314092646e-01
6.111375500036930752e-07,4.609072775879163864e-01
6.111500500047273299e-07,4.610589796405196172e-01
6.111625500057615845e-07,4.612107815877916073e-01
6.111750499998569452e-07,4.613626834440841540e-01
6.111875500008911999e-07,4.615146854768747975e-01
6.112000500019254545e-07,4.616667877008314713e-01
6.112125500029597092e-07,4.618189902150472426e-01
6.112250500039939638e-07,4.619712931187463512e-01
6.112375500050282184e-07,4.621236965112833217e-01
6.112500500060624731e-07,4.622762004921442403e-01
6.112625500001578338e-07,4.624288050762060398e-01
6.112750500011920884e-07,4.625815105326427368e-01
6.112875500022263431e-07,4.627343168766505088e-01
6.113000500032605977e-07,4.628872242082421873e-01
6.113125500042948524e-07,4.630402326275628311e-01
6.113250500053291070e-07,4.629028383276874159e-01
6.113375500063633616e-07,4.627655255394937939e-01
6.113500500004587224e-07,4.626282942666217757e-01
6.113625500014929770e-07,4.624911442842845610e-01
6.113750500025272316e-07,4.623540755963388427e-01
6.113875500035614863e-07,4.622170881305266432e-01
6.114000500045957409e-07,4.620801818146751394e-01
6.114125500056299956e-07,4.619433565766969951e-01
6.114250500066642502e-07,4.618066123445905280e-01
6.114375500007596109e-07,4.616699491222796548e-01
6.114500500017938656e-07,4.615333666862063700e-01
6.114625500028281202e-07,4.613968650405100291e-01
6.114750500038623748e-07,4.612604441135286226e-01
6.114875500048966295e-07,4.611241038336852394e-01
6.115000500059308841e-07,4.609878441294876783e-01
6.115125500000262448e-07,4.608516650051000529e-01
6.115250500010604995e-07,4.607155662380098549e-01
6.115375500020947541e-07,4.605795478325943604e-01
6.115500500031290088e-07,4.606444077982400076e-01
